"HIT_scenarioID","HIT_healthclaim","HIT_likes","HIT_shares","HIT_profilepic","HIT_profession"
"256","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-WM-258-125-N.jpg","Professor"
"170","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"526","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"231","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-WF-221-005-N.jpg","Nurse"
"517","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-BF-224-002-N.jpg","Nurse"
"234","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-WF-221-005-N.jpg","Nurse"
"479","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-WM-204-031-N.jpg","Nurse"
"578","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-AF-213-126-N.jpg","Professor"
"152","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-AF-213-126-N.jpg","Professor"
"408","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-AM-239-147-N.jpg","Nurse"
"537","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-BF-251-211-N.jpg","Cook"
"379","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"309","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"259","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-WM-258-125-N.jpg","Professor"
"166","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"348","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"340","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-BM-252-161-N.jpg","Nurse"
"126","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-BM-252-161-N.jpg","Nurse"
"143","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-BM-230-232-N.jpg","Cook"
"85","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-BF-224-002-N.jpg","Nurse"
"589","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-AF-223-183-N.jpg","Nurse"
"375","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-AF-223-183-N.jpg","Nurse"
"71","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-WM-248-036-N.jpg","Cook"
"635","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"270","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-WM-204-031-N.jpg","Nurse"
"148","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-AF-213-126-N.jpg","Professor"
"51","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-WM-204-031-N.jpg","Nurse"
"451","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"553","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-BM-252-161-N.jpg","Nurse"
"472","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-WM-258-125-N.jpg","Professor"
"221","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-WF-246-087-N.jpg","Professor"
"424","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-AM-241-287-N.jpg","Cook"
"236","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"127","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"574","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-BM-230-232-N.jpg","Cook"
"498","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-WM-248-036-N.jpg","Cook"
"536","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-BF-251-211-N.jpg","Cook"
"200","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"352","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-BM-230-232-N.jpg","Cook"
"145","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-AF-213-126-N.jpg","Professor"
"254","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-WM-258-125-N.jpg","Professor"
"123","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-BM-252-161-N.jpg","Nurse"
"437","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-WF-246-087-N.jpg","Professor"
"490","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"313","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"207","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"637","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"110","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-BM-033-003-N.jpg","Professor"
"447","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-WF-221-005-N.jpg","Nurse"
"463","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-WF-245-084-N.jpg","Cook"
"638","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"554","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-BM-252-161-N.jpg","Nurse"
"139","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-BM-230-232-N.jpg","Cook"
"576","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-BM-230-232-N.jpg","Cook"
"187","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-AM-219-101-N.jpg","Professor"
"286","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-WM-248-036-N.jpg","Cook"
"181","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-AM-219-101-N.jpg","Professor"
"292","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-BF-202-109-N.jpg","Professor"
"414","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-AM-239-147-N.jpg","Nurse"
"288","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-WM-248-036-N.jpg","Cook"
"325","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-BM-033-003-N.jpg","Professor"
"618","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-AM-219-101-N.jpg","Professor"
"604","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-AF-238-185-N.jpg","Cook"
"266","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-WM-204-031-N.jpg","Nurse"
"614","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-AM-219-101-N.jpg","Professor"
"645","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-AM-241-287-N.jpg","Cook"
"371","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-AF-223-183-N.jpg","Nurse"
"109","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-BM-033-003-N.jpg","Professor"
"480","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-WM-204-031-N.jpg","Nurse"
"591","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-AF-223-183-N.jpg","Nurse"
"427","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-AM-241-287-N.jpg","Cook"
"60","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"307","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"19","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"621","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-AM-219-101-N.jpg","Professor"
"350","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"44","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-WM-258-125-N.jpg","Professor"
"289","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-BF-202-109-N.jpg","Professor"
"457","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"316","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-BF-251-211-N.jpg","Cook"
"483","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-WM-204-031-N.jpg","Nurse"
"73","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-BF-202-109-N.jpg","Professor"
"157","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-AF-223-183-N.jpg","Nurse"
"466","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-WF-245-084-N.jpg","Cook"
"454","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"224","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-WF-246-087-N.jpg","Professor"
"54","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-WM-204-031-N.jpg","Nurse"
"595","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"262","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-WM-204-031-N.jpg","Nurse"
"284","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-WM-248-036-N.jpg","Cook"
"227","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-WF-221-005-N.jpg","Nurse"
"559","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"439","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-WF-246-087-N.jpg","Professor"
"76","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-BF-202-109-N.jpg","Professor"
"18","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-WF-221-005-N.jpg","Nurse"
"141","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-BM-230-232-N.jpg","Cook"
"367","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-AF-213-126-N.jpg","Professor"
"229","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-WF-221-005-N.jpg","Nurse"
"212","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-AM-241-287-N.jpg","Cook"
"142","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-BM-230-232-N.jpg","Cook"
"64","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-WM-248-036-N.jpg","Cook"
"524","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"136","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-BM-230-232-N.jpg","Cook"
"233","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-WF-221-005-N.jpg","Nurse"
"486","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-WM-204-031-N.jpg","Nurse"
"331","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-BM-033-003-N.jpg","Professor"
"312","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"260","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-WM-258-125-N.jpg","Professor"
"525","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"468","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-WF-245-084-N.jpg","Cook"
"305","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-BF-224-002-N.jpg","Nurse"
"443","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-WF-221-005-N.jpg","Nurse"
"471","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-WM-258-125-N.jpg","Professor"
"160","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-AF-223-183-N.jpg","Nurse"
"82","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-BF-224-002-N.jpg","Nurse"
"347","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"564","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"632","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"349","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"188","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-AM-219-101-N.jpg","Professor"
"370","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-AF-223-183-N.jpg","Nurse"
"195","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-AM-239-147-N.jpg","Nurse"
"631","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"402","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-AM-219-101-N.jpg","Professor"
"135","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"238","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"555","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-BM-252-161-N.jpg","Nurse"
"120","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-BM-252-161-N.jpg","Nurse"
"400","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-AM-219-101-N.jpg","Professor"
"328","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-BM-033-003-N.jpg","Professor"
"290","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-BF-202-109-N.jpg","Professor"
"226","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-WF-221-005-N.jpg","Nurse"
"346","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"314","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"377","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-AF-223-183-N.jpg","Nurse"
"223","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-WF-246-087-N.jpg","Professor"
"249","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-WF-245-084-N.jpg","Cook"
"258","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-WM-258-125-N.jpg","Professor"
"478","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-WM-204-031-N.jpg","Nurse"
"465","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-WF-245-084-N.jpg","Cook"
"431","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-AM-241-287-N.jpg","Cook"
"130","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"274","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"572","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-BM-230-232-N.jpg","Cook"
"164","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"324","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-BF-251-211-N.jpg","Cook"
"329","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-BM-033-003-N.jpg","Professor"
"634","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"436","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-WF-246-087-N.jpg","Professor"
"75","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-BF-202-109-N.jpg","Professor"
"323","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-BF-251-211-N.jpg","Cook"
"49","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-WM-204-031-N.jpg","Nurse"
"214","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-AM-241-287-N.jpg","Cook"
"303","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-BF-224-002-N.jpg","Nurse"
"515","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-BF-224-002-N.jpg","Nurse"
"83","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-BF-224-002-N.jpg","Nurse"
"30","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-WF-245-084-N.jpg","Cook"
"321","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-BF-251-211-N.jpg","Cook"
"147","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-AF-213-126-N.jpg","Professor"
"87","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-BF-224-002-N.jpg","Nurse"
"36","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-WF-245-084-N.jpg","Cook"
"180","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-AF-238-185-N.jpg","Cook"
"240","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"217","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-WF-246-087-N.jpg","Professor"
"182","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-AM-219-101-N.jpg","Professor"
"612","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-AF-238-185-N.jpg","Cook"
"210","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-AM-241-287-N.jpg","Cook"
"59","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"29","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-WF-245-084-N.jpg","Cook"
"392","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-AF-238-185-N.jpg","Cook"
"630","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-AM-239-147-N.jpg","Nurse"
"433","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-WF-246-087-N.jpg","Professor"
"213","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-AM-241-287-N.jpg","Cook"
"642","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-AM-241-287-N.jpg","Cook"
"35","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-WF-245-084-N.jpg","Cook"
"115","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-BM-033-003-N.jpg","Professor"
"494","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"7","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-WF-246-087-N.jpg","Professor"
"308","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"639","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"406","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-AM-239-147-N.jpg","Nurse"
"413","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-AM-239-147-N.jpg","Nurse"
"351","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"474","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-WM-258-125-N.jpg","Professor"
"435","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-WF-246-087-N.jpg","Professor"
"417","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"353","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-BM-230-232-N.jpg","Cook"
"529","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"72","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-WM-248-036-N.jpg","Cook"
"523","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"508","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-BF-202-109-N.jpg","Professor"
"332","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-BM-033-003-N.jpg","Professor"
"271","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"582","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-AF-213-126-N.jpg","Professor"
"48","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-WM-204-031-N.jpg","Nurse"
"373","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-AF-223-183-N.jpg","Nurse"
"137","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-BM-230-232-N.jpg","Cook"
"58","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"128","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"28","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-WF-245-084-N.jpg","Cook"
"52","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-WM-204-031-N.jpg","Nurse"
"296","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-BF-202-109-N.jpg","Professor"
"150","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-AF-213-126-N.jpg","Professor"
"545","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-BM-033-003-N.jpg","Professor"
"56","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"159","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-AF-223-183-N.jpg","Nurse"
"105","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-BF-251-211-N.jpg","Cook"
"65","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-WM-248-036-N.jpg","Cook"
"320","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-BF-251-211-N.jpg","Cook"
"590","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-AF-223-183-N.jpg","Nurse"
"192","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-AM-239-147-N.jpg","Nurse"
"98","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"412","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-AM-239-147-N.jpg","Nurse"
"39","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-WM-258-125-N.jpg","Professor"
"374","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-AF-223-183-N.jpg","Nurse"
"193","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-AM-239-147-N.jpg","Nurse"
"335","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-BM-252-161-N.jpg","Nurse"
"558","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-BM-252-161-N.jpg","Nurse"
"235","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"252","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-WF-245-084-N.jpg","Cook"
"190","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-AM-239-147-N.jpg","Nurse"
"581","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-AF-213-126-N.jpg","Professor"
"542","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-BM-033-003-N.jpg","Professor"
"177","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-AF-238-185-N.jpg","Cook"
"644","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-AM-241-287-N.jpg","Cook"
